Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.
Tom Duquesnoy,Cody Stamann,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Rick Winter 28 - 29. Chris Lee 29 - 28. Marcos Rosales 27 - 30.,Bantamweight Bout,UFC 216: Ferguson vs. Lee,"Las Vegas, Nevada, USA",10/7/17,3,6,-10,9,0,-3,-10,0,-3,0,-2,-1,0,0,-2,-1,0,0,-0.7,1,0,19,2,-18,-2,-8,-7,-3,-9,-4,-5,0,-2,0,0,0,-2.083333333,-12,-25,0,0,-12,-25,-3,-1,-8,-11,-1,0,0,1,0,0,0,0.25
Lando Vannata,King Green,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Marcos Rosales 29 - 27. Jeff Mullen 27 - 29. Derek Cleary 28 - 28.,Lightweight Bout,UFC 216: Ferguson vs. Lee,"Las Vegas, Nevada, USA",10/7/17,3,11,1,3,-1,8,2,12,-3,-1,1,-2,9,1,0,-1,1,0,-0.216666667,-8,-10,-5,-1,-3,-9,-8,3,2,5,-8,0,0,2,-1,0,0,-0.416666667,4,-5,-2,-1,6,-4,-3,4,5,9,-3,0,0,1,1,0,0,-0.383333333
Pearl Gonzalez,Poliana Botelho,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 30. Rick Winter 27 - 30. Chris Lee 27 - 30.,Women's Strawweight Bout,UFC 216: Ferguson vs. Lee,"Las Vegas, Nevada, USA",10/7/17,3,-17,-9,0,-2,-17,-7,-25,1,7,5,-22,0,0,0,4,0,0,2.55,-22,-3,-12,-5,-10,2,-7,-4,1,-1,-9,0,0,0,5,0,0,3.183333333,-29,-8,-16,-6,-13,-2,-8,-11,6,1,-14,0,0,-1,6,0,0,3.483333333
Matt Schnell,Marco Beltran,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 27 - 30. Jeff Mullen 28 - 29. Marcos Rosales 27 - 30.,Flyweight Bout,UFC 216: Ferguson vs. Lee,"Las Vegas, Nevada, USA",10/7/17,3,4,19,-1,0,5,19,5,0,0,5,0,0,0,0,1,0,0,0,-1,5,0,0,-1,5,1,-2,0,-2,1,0,0,0,0,0,0,0,-10,3,-10,0,0,3,4,-3,-1,-1,1,0,0,-1,1,1,0,0.066666667
Thales Leites,Brad Tavares,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Glenn Trowbridge 27 - 30. Sal D'amato 26 - 30. Dave Hagen 26 - 30.,Middleweight Bout,UFC 216: Ferguson vs. Lee,"Las Vegas, Nevada, USA",10/7/17,3,-8,-9,0,0,-8,-9,-3,-3,-2,-3,-5,0,0,0,2,0,0,1.35,-4,10,-2,0,-2,10,-2,0,0,-2,0,0,0,0,2,0,0,0.283333333,-18,20,-4,1,-14,19,-7,0,-7,-9,0,-5,-1,0,3,0,0,-0.083333333
Claudia Gadelha,Jessica Andrade,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,Barry Foley 25 - 30. Anthony Dimitriou 26 - 30. Kon Papaioannou 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Saint Preux vs. Okami,"Saitama, Saitama, Japan",9/22/17,3,-21,-5,-16,0,-5,-5,6,-11,0,11,1,-17,0,-1,1,1,0,-2,-56,-37,-20,-9,-36,-28,-22,-9,-5,-21,-6,-9,0,-1,3,1,0,-2.116666667,-118,-22,-60,-4,-58,-18,-26,-29,-3,-5,-4,-49,0,-2,0,0,0,-4.333333333
Teruto Ishihara,Rolando Dy,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,Ben Cartlidge 27 - 28. Charlie Keech 27 - 28. Evan Field 27 - 28.,Featherweight Bout,UFC Fight Night: Saint Preux vs. Okami,"Saitama, Saitama, Japan",9/22/17,3,45,17,24,2,21,15,19,3,-1,1,-1,21,1,1,0,0,0,4.483333333,-7,-3,0,0,-7,-3,-6,-6,5,-5,-2,0,0,0,1,0,0,0.25,-13,-1,-1,0,-12,-1,-11,-6,5,-4,-8,0,0,1,3,0,0,1.183333333
Keita Nakamura,Alex Morono,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Ben Cartlidge 28 - 29. Barry Foley 29 - 28. Charlie Keech 28 - 29.,Welterweight Bout,UFC Fight Night: Saint Preux vs. Okami,"Saitama, Saitama, Japan",9/22/17,3,-1,-22,0,0,-1,-22,-6,3,2,-1,0,0,0,0,0,0,0,0,-5,-3,0,0,-5,-3,-9,6,-2,-5,0,0,0,0,0,0,0,0,-4,-1,1,0,-5,-1,-6,2,-1,-4,-1,0,0,2,0,0,0,0.75
Syuri Kondo,Chan-Mi Jeon,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Field 29 - 28. Anthony Dimitriou 27 - 30. Ben Cartlidge 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Saint Preux vs. Okami,"Saitama, Saitama, Japan",9/22/17,3,11,-19,-2,0,13,-19,11,3,-1,7,6,0,0,0,0,0,0,0,24,-40,1,0,23,-40,15,9,-1,20,3,0,0,0,0,0,0,0,3,-37,-1,0,4,-37,1,2,1,4,0,0,0,0,0,0,0,0
Shinsho Anzai,Luke Jumeau,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,Barry Foley 28 - 29. Junichiro Kamijo 28 - 29. Kon Papaioannou 27 - 30.,Welterweight Bout,UFC Fight Night: Saint Preux vs. Okami,"Saitama, Saitama, Japan",9/22/17,3,0,9,2,0,-2,9,-2,1,-1,-1,-1,0,0,0,2,0,0,-0.033333333,38,6,35,6,3,0,4,1,-2,2,0,1,0,1,1,0,0,2.3,6,-6,5,5,1,-11,5,4,-8,2,-1,0,0,0,8,0,0,-0.666666667
Daichi Abe,Hyun Gyu Lim,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Anthony Dimitriou 28 - 29. Evan Field 28 - 29. Charlie Keech 28 - 29.,Welterweight Bout,UFC Fight Night: Saint Preux vs. Okami,"Saitama, Saitama, Japan",9/22/17,3,8,21,0,0,8,21,6,1,1,6,2,0,0,0,0,0,0,0,3,7,0,0,3,7,-3,0,6,3,0,0,0,0,0,0,0,0,11,2,2,0,9,2,6,-1,4,2,1,6,1,1,0,0,0,0.083333333
Justin Ledet,Azunna Anyanwu,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 29 - 28. David Brogan 28 - 29. Cardo Urso 28 - 29.,Heavyweight Bout,UFC Fight Night: Rockhold vs. Branch,"Pittsburgh, Pennsylvania, USA",9/16/17,3,6,14,0,0,6,14,11,-5,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,21,1,-1,0,0,0,0,0,0,0,0,0,0,-7,8,0,0,-7,8,-5,-2,0,-6,-1,0,0,0,0,0,0,0
Anthony Rocco Martin,Olivier Aubin-Mercier,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Rob Hinds,Eric Colon 29 - 28. Greg Monskie 28 - 29. Jeff Mullen 28 - 29.,Lightweight Bout,UFC Fight Night: Rockhold vs. Branch,"Pittsburgh, Pennsylvania, USA",9/16/17,3,-4,0,1,0,-5,0,2,-2,-5,-2,-1,-2,0,-1,-2,0,0,0.15,-22,-6,-18,-2,-4,-4,-3,0,-1,-1,0,-3,0,-2,-1,0,0,-4.1,35,15,31,11,4,4,4,0,0,2,0,2,0,-1,0,1,1,4.066666667
Ilir Latifi,Tyson Pedro,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Tony Weeks 28 - 29. Jody Dorchester 28 - 29. Sal D'amato 27 - 30.,Light Heavyweight Bout,UFC 215: Nunes vs Shevchenko 2,"Edmonton, Alberta, Canada",9/9/17,3,-9,-5,-4,0,-5,-5,0,-1,-4,-4,0,-1,0,2,1,0,0,2.183333333,0,4,-1,0,1,4,4,-3,0,-1,-4,6,0,1,0,0,0,2.583333333,24,12,7,-1,17,13,22,1,-6,-3,0,20,0,1,0,0,0,2.533333333
Jeremy Stephens,Gilbert Melendez,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,David Therien 26 - 30. Thomas Collins 26 - 30. Dave Hagen 25 - 30.,Featherweight Bout,UFC 215: Nunes vs Shevchenko 2,"Edmonton, Alberta, Canada",9/9/17,3,11,0,-1,0,12,0,0,2,10,6,4,2,1,0,0,0,0,0.5,15,25,1,0,14,25,0,0,14,13,1,0,2,0,0,0,0,0.3,45,29,4,0,41,29,26,8,7,33,0,8,2,0,0,0,0,0.533333333
Gavin Tucker,Ricky Glenn,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kyle Cardinal,Dave Hagen 25 - 30. Sal D'amato 24 - 30. Sean Gerke 27 - 29.,Featherweight Bout,UFC 215: Nunes vs Shevchenko 2,"Edmonton, Alberta, Canada",9/9/17,3,0,9,6,0,-6,9,-5,-2,1,-7,1,0,-1,0,1,-1,0,0.183333333,-39,-11,-8,1,-31,-12,-19,-10,-2,-2,-8,-21,0,-4,0,1,0,-3.833333333,-102,-41,-20,-8,-82,-33,-58,-23,-1,-10,-7,-65,0,0,0,0,0,-3.866666667
Luis Henrique,Arjan Bhullar,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,David Therien 28 - 29. Robert Donahue 28 - 29. Dave Hagen 28 - 29.,Heavyweight Bout,UFC 215: Nunes vs Shevchenko 2,"Edmonton, Alberta, Canada",9/9/17,3,-7,12,-8,1,1,11,-1,1,1,0,1,0,0,0,0,0,0,-0.816666667,-18,1,-13,-8,-5,9,-7,1,1,1,-1,-5,-1,-1,0,0,0,-2.883333333,19,34,7,-2,12,36,3,6,3,11,1,0,0,0,0,0,0,-0.383333333
Leon Edwards,Bryan Barberena,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Ben Cartlidge 28 - 29. Howard Hughes 28 - 29. Paul Sutherland 28 - 29.,Welterweight Bout,UFC Fight Night: Volkov vs. Struve,"Rotterdam, Zuid-Holland, Netherlands",9/2/17,3,-13,-3,-12,-1,-1,-2,1,0,-2,-1,0,0,0,1,0,1,0,2.45,-49,-18,-34,-4,-15,-14,-9,-4,-2,1,-12,-4,-1,1,1,0,0,0.683333333,5,2,10,1,-5,1,-7,-2,4,4,-9,0,0,1,2,1,0,3.583333333
Darren Till,Bojan Velickovic,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30. Takeo Kobayashi 27 - 30. Paul Sutherland 27 - 30.,Welterweight Bout,UFC Fight Night: Volkov vs. Struve,"Rotterdam, Zuid-Holland, Netherlands",9/2/17,3,10,-15,0,0,10,-15,14,-1,-3,0,1,9,0,0,-1,0,0,0.666666667,-18,-21,-18,-2,0,-19,5,0,-5,-1,0,1,0,1,-1,0,0,1.783333333,-11,-38,-16,0,5,-38,7,0,-2,1,0,4,0,0,-1,0,0,0.366666667
Rustam Khabilov,Desmond Green,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,Takeo Kobayashi 28 - 29. Paul Sutherland 28 - 29. Andy Roberts 27 - 30.,Lightweight Bout,UFC Fight Night: Volkov vs. Struve,"Rotterdam, Zuid-Holland, Netherlands",9/2/17,3,-11,2,-2,-2,-9,4,-3,-4,-2,-7,-2,0,0,3,0,0,0,0.866666667,-4,0,0,0,-4,0,3,2,-9,-2,-2,0,0,0,4,0,0,0,-3,6,-3,0,0,6,0,1,-1,1,-1,0,0,-1,3,0,0,-0.116666667
Francimar Barroso,Aleksandar Rakic,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30. Takeo Kobayashi 27 - 30. Paul Sutherland 27 - 30.,Light Heavyweight Bout,UFC Fight Night: Volkov vs. Struve,"Rotterdam, Zuid-Holland, Netherlands",9/2/17,3,-6,-16,-4,0,-2,-16,0,-1,-1,-2,0,0,0,0,4,0,0,-0.033333333,-23,-19,-13,2,-10,-21,-4,-3,-3,-11,-1,2,0,2,4,0,0,1.416666667,-10,-36,0,0,-10,-36,-4,-6,0,-9,-1,0,0,0,4,0,0,0
Randa Markos,Alexa Grasso,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Jerin Valel,Marcos Rosales 28 - 29. Dave Tirelli 29 - 28. Roy Silbert 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Pettis vs. Moreno,"Mexico City, Distrito Federal, Mexico",8/5/17,3,-29,-8,-12,-4,-17,-4,-8,-1,-8,-9,-4,-4,0,0,2,0,0,-0.966666667,-12,-3,-16,0,4,-3,7,-1,-2,-3,-1,8,0,3,1,0,0,1.883333333,-9,-22,-3,-4,-6,-18,-3,0,-3,-6,-2,2,0,1,4,0,0,0.9
Sam Alvey,Rashad Evans,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 28 - 29. Jeff Mullen 29 - 28. Eric Colon 28 - 29.,Middleweight Bout,UFC Fight Night: Pettis vs. Moreno,"Mexico City, Distrito Federal, Mexico",8/5/17,3,3,4,-1,0,4,4,2,4,-2,-1,5,0,0,-1,-2,0,0,-2.383333333,3,7,-2,-1,5,8,7,-1,-1,-1,6,0,0,-1,-2,0,0,-1.15,17,7,3,0,14,7,7,8,-1,7,7,0,0,0,-2,0,0,-0.866666667
Alejandro Perez,Andre Soukhamthath,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Jeff Mullen 28 - 29. Miguel Jimenez 29 - 28. Roy Silbert 28 - 29.,Bantamweight Bout,UFC Fight Night: Pettis vs. Moreno,"Mexico City, Distrito Federal, Mexico",8/5/17,3,2,13,0,0,2,13,-3,1,4,1,1,0,-2,0,2,0,0,0.083333333,42,13,45,0,-3,13,2,-5,0,-4,1,0,-1,0,0,0,0,0.966666667,9,8,7,1,2,7,-3,1,4,-1,0,3,0,1,3,0,0,1
Jose Quinonez,Diego Rivas,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Miguel Jimenez 27 - 30. Jeff Mullen 27 - 30. Marcos Rosales 27 - 30.,Bantamweight Bout,UFC Fight Night: Pettis vs. Moreno,"Mexico City, Distrito Federal, Mexico",8/5/17,3,6,5,-1,0,7,5,6,2,-1,6,1,0,0,0,2,0,0,0.533333333,18,6,7,0,11,6,9,2,0,5,-1,7,0,1,0,0,0,1.716666667,17,-5,3,2,14,-7,8,1,5,12,0,2,0,-1,1,-2,-1,0.416666667
Robbie Lawler,Donald Cerrone,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 28 - 29. Marcos Rosales 28 - 29. Mike Bell 28 - 29.,Welterweight Bout,UFC 214: Cormier vs. Jones 2,"Anaheim, California, USA",7/29/17,3,14,10,-8,0,22,10,21,1,0,0,23,-1,0,-1,-1,0,0,-1.2,-22,-28,-2,-2,-20,-26,-14,-3,-3,-17,-3,0,0,0,-2,0,0,0,-6,11,1,0,-7,11,-10,4,-1,-4,-3,0,0,0,-5,0,0,-0.016666667
Aljamain Sterling,Renan Barao,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Wade Vierra 28 - 29. Derek Cleary 27 - 29. Marcos Rosales 26 - 30.,Catch Weight Bout,UFC 214: Cormier vs. Jones 2,"Anaheim, California, USA",7/29/17,3,-28,-16,-29,-2,1,-14,1,-2,2,6,0,-5,0,-1,0,0,0,-3.766666667,50,3,18,-2,32,5,21,5,6,6,1,25,0,1,0,0,0,3.833333333,25,-6,6,1,19,-7,9,6,4,15,4,0,0,-1,-1,0,0,1.016666667
Andre Fili,Calvin Kattar,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Guilherme Bravo 27 - 30. Mike Bell 27 - 30. Brandon Saucedo 27 - 30.,Featherweight Bout,UFC 214: Cormier vs. Jones 2,"Anaheim, California, USA",7/29/17,3,-3,26,-2,0,-1,26,-1,-2,2,3,2,-6,0,-1,1,0,0,-0.266666667,-1,0,1,0,-2,0,-3,2,-1,-1,-1,0,0,0,0,0,0,-0.016666667,-1,18,-2,0,1,18,0,1,0,2,1,-2,0,-1,0,0,0,-0.316666667
Kailin Curran,Aleksandra Albu,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Marcos Rosales 28 - 29. Wade Vierra 28 - 29.,Women's Strawweight Bout,UFC 214: Cormier vs. Jones 2,"Anaheim, California, USA",7/29/17,3,21,-17,26,3,-5,-20,-6,-1,2,2,-5,-2,0,-2,2,0,1,1.966666667,-2,-7,3,-3,-5,-4,0,-6,1,2,-4,-3,0,-2,-3,0,0,-1.166666667,25,-9,11,-5,14,-4,8,4,2,9,2,3,0,0,0,0,0,2.35
Eric Shelton,Jarred Brooks,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Wade Vierra 28 - 29. Guilherme Bravo 29 - 28. Brandon Saucedo 28 - 29.,Flyweight Bout,UFC 214: Cormier vs. Jones 2,"Anaheim, California, USA",7/29/17,3,28,2,24,0,4,2,9,-1,-4,-1,-1,6,0,-3,0,-1,0,-3.466666667,3,8,5,0,-2,8,-1,0,-1,-2,0,0,0,0,-1,0,0,0.483333333,2,-7,0,0,2,-7,3,-1,0,2,0,0,0,-1,-1,1,0,-0.033333333
Dennis Bermudez,Darren Elkins,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 28 - 29. Bryan Miner 29 - 28. Dave Tirelli 28 - 29.,Featherweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,-11,1,-12,-3,1,4,-2,1,2,2,0,-1,0,-2,-1,-1,0,-2,-9,-1,-1,-1,-8,0,-4,-5,1,0,-6,-2,0,0,-1,-1,0,0.15,22,3,16,0,6,3,3,-2,5,11,-5,0,0,0,0,0,0,0.35
Patrick Cummins,Gian Villante,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,Jeff Mullen 28 - 29. Sal D'amato 29 - 28. Dave Tirelli 28 - 29.,Light Heavyweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,-15,-11,-9,-1,-6,-10,-6,0,0,-3,2,-5,0,1,5,0,0,1.666666667,14,-14,1,0,13,-14,9,4,0,11,2,0,0,0,4,0,0,0.316666667,8,-4,1,0,7,-4,1,0,6,-1,8,0,0,0,1,0,0,1.116666667
Jimmie Rivera,Thomas Almeida,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Cardo Urso 28 - 29. Doug Crosby 26 - 30. Bryan Miner 27 - 30.,Bantamweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,-6,15,0,0,-6,15,-6,3,-3,-10,1,3,2,0,1,0,0,-0.1,7,-12,2,0,5,-12,7,1,-3,4,1,0,0,0,2,0,0,0.05,2,-8,3,0,-1,-8,1,0,-2,-3,1,1,0,2,1,0,0,1.55
Lyman Good,Elizeu Zaleski dos Santos,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Doug Crosby 27 - 30. Cardo Urso 29 - 28. Jeff Mullen 27 - 30.,Welterweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,7,-12,9,1,-2,-13,5,-1,-6,-7,4,1,0,0,-2,0,0,-0.25,7,-13,2,1,5,-14,4,1,0,6,-1,0,0,0,-3,0,0,-0.133333333,-9,-18,2,1,-11,-19,-8,2,-5,-12,1,0,0,0,-1,0,0,-0.2
Damian Grabowski,Chase Sherman,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 27 - 30. Cardo Urso 26 - 30. Dave Tirelli 27 - 30.,Heavyweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,-17,2,0,0,-17,2,-9,1,-9,-16,-1,0,0,0,0,0,0,0,-15,0,0,0,-15,0,-7,-5,-3,-16,1,0,0,0,1,0,0,0,-11,2,0,1,-11,1,-5,-2,-4,-7,-4,0,0,0,4,0,0,-0.183333333
Kyle Bochniak,Jeremy Kennedy,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Sal D'amato 27 - 30. Bryan Miner 27 - 30. Jeff Mullen 28 - 29.,Featherweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,-10,-3,-5,-2,-5,-1,-3,-2,0,1,-5,-1,0,-2,-1,0,0,-4.7,-3,-8,9,1,-12,-9,-10,0,-2,-1,-2,-9,0,-4,-2,0,0,-4.633333333,-3,-15,-2,-3,-1,-12,-4,-1,4,9,0,-10,0,-2,-3,0,0,-2.283333333
Shane Burgos,Godofredo Pepey,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Doug Crosby 26 - 30. Sal D'amato 26 - 30. Cardo Urso 28 - 29.,Featherweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,13,-19,6,0,7,-19,9,-2,0,3,4,0,2,1,-5,0,0,-0.916666667,17,-16,8,3,9,-19,8,0,1,5,0,4,0,0,-5,0,0,0.3,62,8,27,1,35,7,30,2,3,20,7,8,1,0,-4,0,0,0.033333333
Frankie Perez,Chris Wade,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Sal D'amato 28 - 29. Jeff Mullen 28 - 29. Dave Tirelli 27 - 30.,Lightweight Bout,UFC Fight Night: Weidman vs. Gastelum,"Uniondale, New York, USA",7/22/17,3,2,-2,5,-2,-3,0,-8,0,5,1,-1,-3,0,0,-1,-1,0,-0.333333333,0,13,2,2,-2,11,-1,-3,2,-2,0,0,0,-1,-2,0,0,-2.916666667,0,7,-4,-3,4,10,-1,4,1,1,1,2,0,1,0,-1,-1,-1.733333333
Joanne Wood,Cynthia Calvillo,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Pawel Harasim 27 - 30. Maciej Motylewski 27 - 30. Howard Hughes 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Nelson vs. Ponzinibbio,"Glasgow, Scotland, United Kingdom",7/16/17,3,-5,12,-7,0,2,12,0,-3,5,3,0,-1,0,-1,-1,-1,1,-0.2,0,29,-1,0,1,29,-5,-2,8,3,-2,0,0,0,-1,0,0,0,11,15,5,0,6,15,3,-1,4,7,0,-1,0,-1,-1,-1,0,-0.566666667
Jack Marshman,Ryan Janes,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Mark Collett 28 - 29. Pawel Harasim 28 - 29. Howard Hughes 28 - 29.,Middleweight Bout,UFC Fight Night: Nelson vs. Ponzinibbio,"Glasgow, Scotland, United Kingdom",7/16/17,3,-2,27,-1,0,-1,27,-2,-3,4,-1,0,0,0,0,0,0,0,-0.1,-15,12,-20,-2,5,14,8,-4,1,11,-6,0,0,0,0,0,0,-1.5,-19,-5,-7,0,-12,-5,-9,-3,0,-5,-7,0,0,0,0,0,0,-0.133333333
James Mulheron,Justin Willis,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Pawel Harasim 27 - 30. Maciej Motylewski 27 - 30. Paul Sutherland 27 - 30.,Heavyweight Bout,UFC Fight Night: Nelson vs. Ponzinibbio,"Glasgow, Scotland, United Kingdom",7/16/17,3,-4,7,-2,0,-2,7,-7,5,0,-2,0,0,0,-1,0,0,0,-0.633333333,-12,18,2,-3,-14,21,-13,2,-3,-4,0,-10,0,-1,0,0,0,-1.6,0,13,0,2,0,11,-5,4,1,-4,4,0,0,-1,-1,0,0,-0.5
Danny Henry,Daniel Teymur,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Grant Waterman,Pawel Harasim 28 - 29. Howard Hughes 28 - 29. Mark Collett 26 - 29.,Lightweight Bout,UFC Fight Night: Nelson vs. Ponzinibbio,"Glasgow, Scotland, United Kingdom",7/16/17,3,-21,19,6,5,-27,14,-15,0,-12,-16,-6,-5,0,0,0,0,0,-2.216666667,26,3,7,0,19,3,19,0,0,1,-1,19,1,0,0,1,0,1.6,70,7,38,3,32,4,21,10,1,14,1,17,0,1,0,1,0,4
Brett Johns,Albert Morales,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Ben Cartlidge 27 - 30. Maciej Motylewski 27 - 30. Paul Sutherland 25 - 30.,Bantamweight Bout,UFC Fight Night: Nelson vs. Ponzinibbio,"Glasgow, Scotland, United Kingdom",7/16/17,3,51,4,42,6,9,-2,15,-1,-5,-6,0,15,0,1,0,0,0,4.116666667,36,-25,26,-3,10,-22,8,1,1,-1,0,11,0,1,2,0,0,3.65,22,-14,13,1,9,-15,9,0,0,3,0,6,0,1,0,1,0,3.783333333
Fabricio Werdum,Alistair Overeem,0,1,Decision - Majority,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 28. Dave Hagen 28 - 29. Chris Lee 28 - 29.,Heavyweight Bout,UFC 213: Romero vs. Whittaker,"Las Vegas, Nevada, USA",7/8/17,3,6,13,-1,0,7,13,-1,0,8,8,-1,0,0,0,1,0,0,-0.166666667,7,20,4,0,3,20,0,0,3,3,0,0,0,0,1,0,0,-0.933333333,65,19,47,3,18,16,14,4,0,8,3,7,1,1,0,0,0,2.4
